id	description	number_of_orders	price	url
4000379537994	Новинка 2019, женские кошельки из натуральной воловьей кожи на молнии, кошельки для монет и карт, Модный маленький кошелек, короткий однотонны...	3 продано	565,53 руб.	//aliexpress.ru/item/4000379537994.html?algo_pvid=dbb3662d-375c-432e-9c8c-31ae83f9090c&algo_expid=dbb3662d-375c-432e-9c8c-31ae83f9090c-50&btsid=0b8b158f16010310488403117ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32834934629	2019 минималистский Тонкий для Для мужчин женские Бумажники ультра тонкий мини-небольшой мужской женский кошелек для монет держатель карты м...	910 продано	528,99 - 552,02 руб.	//aliexpress.ru/item/32834934629.html?algo_pvid=dbb3662d-375c-432e-9c8c-31ae83f9090c&algo_expid=dbb3662d-375c-432e-9c8c-31ae83f9090c-51&btsid=0b8b158f16010310488403117ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000340844858	Женский кожаный кошелек RICORIT, длинный клатч с отделением для карт и кисточками, на молнии, с карманом для монет, цветные бумажники	132 продано	417,79 - 652,10 руб.	//aliexpress.ru/item/4000340844858.html?algo_pvid=dbb3662d-375c-432e-9c8c-31ae83f9090c&algo_expid=dbb3662d-375c-432e-9c8c-31ae83f9090c-52&btsid=0b8b158f16010310488403117ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000300292088	RFID женский кошелек с каменным узором, 2019, новый модный роскошный фирменный дизайн, кошелек для монет с несколькими слотами, держатель для кр...	15 продано	378,87 руб.	//aliexpress.ru/item/4000300292088.html?algo_pvid=dbb3662d-375c-432e-9c8c-31ae83f9090c&algo_expid=dbb3662d-375c-432e-9c8c-31ae83f9090c-53&btsid=0b8b158f16010310488403117ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
33034869678	Длинный кошелек для женщин 2020, брендовый дизайнерский женский кошелек, большой кошелек на молнии для женщин, кошелек для телефона, клатч, ко...	43 продано	396,35 руб.	//aliexpress.ru/item/33034869678.html?s=p&ad_pvid=202009250350491934924491585140002720977_163&algo_pvid=dbb3662d-375c-432e-9c8c-31ae83f9090c&algo_expid=dbb3662d-375c-432e-9c8c-31ae83f9090c-54&btsid=0b8b158f16010310488403117ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4001192788557	Модный женский кошелек, милый маленький кошелек карамельного цвета на молнии для монет, футляр для карт из ПУ, 9x2x10,5 см, держатель для паспорт...	10 продано	166,01 - 268,47 руб.	//aliexpress.ru/item/4001192788557.html?algo_pvid=dbb3662d-375c-432e-9c8c-31ae83f9090c&algo_expid=dbb3662d-375c-432e-9c8c-31ae83f9090c-55&btsid=0b8b158f16010310488403117ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4001084111792	Модные кошельки для женщин из искусственной кожи, длинная сумка для денег, кошелек для монет, держатель для кредитных карт, клатч, карман для...	4 продано	532,96 - 536,93 руб.	//aliexpress.ru/item/4001084111792.html?algo_pvid=dbb3662d-375c-432e-9c8c-31ae83f9090c&algo_expid=dbb3662d-375c-432e-9c8c-31ae83f9090c-56&btsid=0b8b158f16010310488403117ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4001194005259	Новый холщовый женский кошелек, повседневный однотонный мобильный телефон, трехслойный горизонтальный клатч на молнии, стандартные кошель...		206,52 руб.	//aliexpress.ru/item/4001194005259.html?algo_pvid=dbb3662d-375c-432e-9c8c-31ae83f9090c&algo_expid=dbb3662d-375c-432e-9c8c-31ae83f9090c-57&btsid=0b8b158f16010310488403117ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000119888028	Женские бумажники из лакированной кожи, длинный Дамский кошелек на двойной молнии, клатч, дизайнерский красный кошелек, бумажники из крокод...	409 продано	389,20 руб.	//aliexpress.ru/item/4000119888028.html?algo_pvid=dbb3662d-375c-432e-9c8c-31ae83f9090c&algo_expid=dbb3662d-375c-432e-9c8c-31ae83f9090c-58&btsid=0b8b158f16010310488403117ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4001007989878	2020 Роскошная прочная модная сумка на молнии, аксессуары, искусственная кожа, сумка для карт, клатчи, женская сумка, Классическая сумка для мо...	153 продано	670,37 - 712,47 руб.	//aliexpress.ru/item/4001007989878.html?s=p&ad_pvid=202009250350491934924491585140002720977_164&algo_pvid=dbb3662d-375c-432e-9c8c-31ae83f9090c&algo_expid=dbb3662d-375c-432e-9c8c-31ae83f9090c-59&btsid=0b8b158f16010310488403117ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
33024137401	2020 кожаные женские кошельки, дамские сумочки на застежке, кошелек на молнии для монет, Женский кошелек-конверт, кошелек для карт, ID держатель...	145 продано	233,52 - 278,79 руб.	//aliexpress.ru/item/33024137401.html?algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-0&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
902793982	Прямая поставка, 100% натуральная кожа, женские длинные кошельки с множеством карт, Ретро кошелек, модный кошелек для женщин, BH301-1		793,48 руб.	//aliexpress.ru/item/902793982.html?algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-1&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000848379296	Женская сумка-клатч на молнии, Женский кошелек для монет, большой модный кошелек, мобильный телефон, чехол для ключей		185,86 - 329,63 руб.	//aliexpress.ru/item/4000848379296.html?algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-2&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
10000128481824	Роскошный кошелек, кожаный кошелек, тонкий женский кошелек, сумка для денег, унисекс длинный мужской бумажник из натуральной кожи, мужской Р...	22 продано	526,61 руб.	//aliexpress.ru/item/10000128481824.html?algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-3&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
10000352519133	"Williampolo кожаный бумажник для женщин длинные Анти-кражи кисточки мульти, с браслетом, сумка, отделение для карт, на молнии, открытка ""пара"" сумк..."		1 860,98 руб.	//aliexpress.ru/item/10000352519133.html?s=p&ad_pvid=202009250351071810021920756000002719985_165&algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-4&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32979548965	Новинка, Женский Длинный кошелек, Корейская версия, оригинальный тонкий бумажник из нубука в стиле ретро, матовые сумки из темного кофе и ис...		197,78 руб.	//aliexpress.ru/item/32979548965.html?algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-5&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000170561333	Модные женские кошельки, тусклый польский кожаный кошелек, двойная молния, дневной клатч, кошелек, сумочка-браслет, портмоне, держатель для ...	12 продано	247,02 - 592,53 руб.	//aliexpress.ru/item/4000170561333.html?algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-6&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
33037298286	Маленький женский кошелек 2020, тонкий женский кошелек с коротким узором, Дамский кошелек, сверхтонкий женский кошелек с карманами, держатель...	100 продано	316,92 руб.	//aliexpress.ru/item/33037298286.html?algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-7&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32387749566	Женский кошелек с короткой застежкой, Дамский кошелек с отделением для карт и фотографий, брендовый клатч с надписью EXO, женские кошельки, су...	8 продано	373,31 руб.	//aliexpress.ru/item/32387749566.html?algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-8&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
10000284223976	Роскошные клатчи, женская сумка, сумка для монет, Классическая, на молнии, прочная, модная сумка, аксессуары, искусственная кожа, женская сум...		670,37 - 712,47 руб.	//aliexpress.ru/item/10000284223976.html?s=p&ad_pvid=202009250351071810021920756000002719985_166&algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-9&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000512192367	2020 Роскошный кошелек с вышитым котом, Женский кошелек с карманом для монет Kawaii, кожаные женские кошельки, сумка для денег, держатель для карт...	54 продано	290,71 руб.	//aliexpress.ru/item/4000512192367.html?algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-10&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32963246049	Новое поступление, тренд, кошелек из натуральной кожи, женский кошелек, короткий кошелек, качественный кошелек, Женский кошелек на пуговица...	77 продано	1 046,06 руб.	//aliexpress.ru/item/32963246049.html?algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-11&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32834119211	Женский кошелек, маленький складной кошелек из искусственной кожи с отделениями для монет и карт, 2019	16 продано	296,27 - 299,45 руб.	//aliexpress.ru/item/32834119211.html?algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-12&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32979377489	Ультратонкий мини-кошелек для мужчин, маленький кошелек, бизнес, искусственная кожа, волшебные кошельки, высокое качество, портмоне, кредит...	78 продано	276,41 руб.	//aliexpress.ru/item/32979377489.html?algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-13&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4001286837090	Женские кошельки, Модный высококачественный мужской кошелек, дизайнерский новый кошелек DFT3198		783,16 руб.	//aliexpress.ru/item/4001286837090.html?s=p&ad_pvid=202009250351071810021920756000002719985_167&algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-14&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
1005001356053953	Женский кошелек с металлической Пчелкой, короткий, три сложения, маленький кошелек, чехол для карт, женский, модный, новый стиль, кошелек из и...		102,47 - 134,24 руб.	//aliexpress.ru/item/1005001356053953.html?algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-15&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
33027097217	Геометрические женские кошельки на молнии, розовый карман для телефона, кошелек, держатель для карт в стиле пэчворк, Женский Длинный кошеле...	277 продано	249,41 - 366,96 руб.	//aliexpress.ru/item/33027097217.html?algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-16&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000796735899	2020 тонкие женские кошельки с гравировкой имени, мини-держатель для карт из искусственной кожи, короткий дизайн, модный кошелек для монет, же...	16 продано	528,99 - 637,01 руб.	//aliexpress.ru/item/4000796735899.html?algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-17&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4001196268370	Модный многофункциональный женский кошелек с цветным принтом, длинный мобильный телефон, сумка, многослойная женская сумка с большим цветк...		316,92 - 334,39 руб.	//aliexpress.ru/item/4001196268370.html?algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-18&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
10000161457791	Мужской короткий кошелек из натуральной кожи William Polo, модный кошелек из натуральной кожи на молнии, кошелек для пар с отделениями для карт, ...	4 продано	2 503,55 руб.	//aliexpress.ru/item/10000161457791.html?s=p&ad_pvid=202009250351071810021920756000002719985_168&algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-19&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32974389976	Аниме слитный кошелек из синтетической кожи, тисненая с Луффи метка с черепом, Короткий держатель для карт, кошелек для мужчин и женщин, мужс...	128 продано	312,95 руб.	//aliexpress.ru/item/32974389976.html?algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-20&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000785631142	Женский кошелек, короткий женский кошелек для монет, модные кошельки для женщин, держатель для карт, маленький дамский кошелек, женский клат...	77 продано	383,64 руб.	//aliexpress.ru/item/4000785631142.html?algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-21&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000429627980	BISI GORO 2020 умный женский кошелек, держатель для визиток, Rfid кошелек, алюминиевый металлический кошелек для кредитных карт, мини-кошелек для би...	13 продано	308,18 - 382,84 руб.	//aliexpress.ru/item/4000429627980.html?algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-22&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32959201322	Новинка, женские кошельки из искусственной кожи, женские кошельки на молнии, Длинный кошелек с застежкой, Дамский вместительный клатч, держ...	18 продано	396,35 руб.	//aliexpress.ru/item/32959201322.html?algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-23&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
10000396941245	Кошельки для телефона, женские кошельки, большой женский кошелек, брендовый кожаный ретро женский длинный кошелек, клатч для карт с двойной ...	3 продано	754,56 руб.	//aliexpress.ru/item/10000396941245.html?s=p&ad_pvid=202009250351071810021920756000002719985_169&algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-24&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
33016665969	Маленькие кошельки, женские кошельки из натуральной кожи, кошелек для карт, женский короткий кошелек, мини кошелек на молнии, портмоне, сумо...	35 продано	754,56 руб.	//aliexpress.ru/item/33016665969.html?algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-25&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
33010770323	Billetera Hombre мужской двойной кожаный кошелек с нагрудным карманом, Длинный кошелек, однотонный черный кошелек в клетку	6 продано	208,90 руб.	//aliexpress.ru/item/33010770323.html?algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-26&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000085558667	Женский Длинный кошелек aliwood, Длинный кошелек-клатч с отделением для телефона, держатель для карт, 2019	192 продано	770,45 руб.	//aliexpress.ru/item/4000085558667.html?algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-27&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32672808137	Сумка-кошелек на молнии с изображением черного двореца Себастиана. Более 10 типов креативных черных кошельков на выбор для коллекции или кос...		333,60 руб.	//aliexpress.ru/item/32672808137.html?algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-28&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
1005001300371928	Модные мужские кошельки с карманом для монет, деловой кошелек, мужской кошелек, длинный большой мужской кошелек, клатч для монет, черный, дел...	3 продано	1 540,89 руб.	//aliexpress.ru/item/1005001300371928.html?s=p&ad_pvid=202009250351071810021920756000002719985_170&algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-29&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32794478101	Кошелек женский, кожаный, на молнии		492,45 руб.	//aliexpress.ru/item/32794478101.html?algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-30&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
1005001447642578	Женский кошелек из искусственной кожи, Женский Длинный кошелек с золотыми листьями, Сумочка для женщин, кошелек для монет, держатель для кар...		120,73 - 327,25 руб.	//aliexpress.ru/item/1005001447642578.html?algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-31&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32988431988	Женская модная простая сумка с застежкой, Длинный кошелек, кошелек-кошелек, сумочка 40MA13		220,02 руб.	//aliexpress.ru/item/32988431988.html?algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-32&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000598671424	Женский кошелек из искусственной кожи с длинным сердечком, дизайнерский милый кошелек для телефона, вместительный держатель для карт, клат...		331,22 руб.	//aliexpress.ru/item/4000598671424.html?algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-33&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000346731636	Матовый кожаный маленький женский кошелек, Мини женские кошельки и кошельки, короткий женский кошелек, кредитница, розовый, фиолетовый		293,09 руб.	//aliexpress.ru/item/4000346731636.html?s=p&ad_pvid=202009250351071810021920756000002719985_171&algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-34&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000307221129	Litthing Laser мини-кошелек, роскошные короткие женские кошельки, женский короткий кошелек для девушек, держатель для карт, женские модные сумки д...	43 продано	247,82 - 566,32 руб.	//aliexpress.ru/item/4000307221129.html?algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-35&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000017620655	Кошелек из натуральной кожи RFID, женские кошельки на молнии с застежкой, женские кошельки из коровьей кожи, женские длинные кошельки, женские...	205 продано	1 023,82 руб.	//aliexpress.ru/item/4000017620655.html?algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-36&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
33005200399	Лидер продаж, женский клатч из искусственной кожи, Длинный кошелек, вместительные кошельки, Женский кошелек, женские кошельки, держатель дл...	2 продано	554,41 - 713,26 руб.	//aliexpress.ru/item/33005200399.html?algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-37&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32871663158	Новинка 2020, женский кожаный кошелек с масляным воском, женские кошельки, большая вместительность, на застежке, на молнии, кошелек, Женский Дл...	2050 продано	474,98 - 640,98 руб.	//aliexpress.ru/item/32871663158.html?algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-38&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4001007214715	Новый Кошелек, женский короткий кошелек для монет, модный многофункциональный кошелек в Корейском стиле с тремя складками на молнии	5 продано	1 092,92 руб.	//aliexpress.ru/item/4001007214715.html?s=p&ad_pvid=202009250351071810021920756000002719985_172&algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-39&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32964134080	Кошелек COWATHER Женский, из мягкой кожи, 2019	2 продано	489,28 - 590,15 руб.	//aliexpress.ru/item/32964134080.html?algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-40&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000926208255	LouisWill женские кошельки модные геометрические кошельки женские сумки длинный кошелек клатч Сумки для карт женские Сумки из искусственной ко...	6 продано	741,86 руб.	//aliexpress.ru/item/4000926208255.html?algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-41&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000641762548	Женский кошелек с ремешком, длинный кожаный кошелек с отделением для карт, вместительный Дамский клатч, женская сумка, 2020	4 продано	382,05 - 520,25 руб.	//aliexpress.ru/item/4000641762548.html?algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-42&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000052171175	Брендовые дизайнерские маленькие кошельки, женские кожаные кошельки для телефона, женские короткие кошельки на молнии, кошельки для денег, ...	36 продано	226,37 - 305,80 руб.	//aliexpress.ru/item/4000052171175.html?algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-43&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
1005001359732895	Аниме супергерой Капитан кошельки с персонажами мультфильмов из искусственной кожи двойной кошелек держатель для карт кошелек		952,34 - 1 189,82 руб.	//aliexpress.ru/item/1005001359732895.html?s=p&ad_pvid=202009250351071810021920756000002719985_173&algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-44&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000436689427	DIENQI карбоновые бумажники для карт, мужские и женские черные дорожные кожаные тонкие мини-бумажники с радиочастотной идентификацией, малень...	72 продано	580,62 - 657,66 руб.	//aliexpress.ru/item/4000436689427.html?algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-45&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32886440360	DICIHAYA 2020 женские кошельки из натуральной кожи, роскошный брендовый дизайн, высокое качество, модный женский кошелек, держатель для карт, длин...	120 продано	1 090,54 руб.	//aliexpress.ru/item/32886440360.html?algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-46&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000326045339	VICKAWEB Женский кошелек из натуральной кожи, многофункциональный женский клатч, большие кошельки, женские кошельки, Женский кошелек с держате...	45 продано	1 169,97 - 1 231,92 руб.	//aliexpress.ru/item/4000326045339.html?algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-47&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000184292039	Женские кошельки с рисунком, одноцветные, с рисунком головы оленя, waltte, новый кошелек, фирменный женский кошелек, монета, держатель для карт #...		305,80 руб.	//aliexpress.ru/item/4000184292039.html?algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-48&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000924015522	Высококачественный брендовый роскошный женский длинный бумажник, классический, с принтом в виде старого цветка, с карточкой для карт, Повсе...		6 362,12 руб.	//aliexpress.ru/item/4000924015522.html?s=p&ad_pvid=202009250351071810021920756000002719985_174&algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-49&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32844840741	WEICHEN женские кошельки с индивидуальным держателем для удостоверения личности, карман для монет на молнии, женские маленькие кошельки, Женск...	325 продано	510,72 - 624,30 руб.	//aliexpress.ru/item/32844840741.html?algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-50&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4001241885897	Маленький женский кошелек из искусственной кожи, Мини Женский кошелек для монет, брендовый дизайнерский кошелек для девочек, однотонный По...	5 продано	366,96 руб.	//aliexpress.ru/item/4001241885897.html?algo_pvid=0600804e-5d7f-4e94-863c-efd725be7a0f&algo_expid=0600804e-5d7f-4e94-863c-efd725be7a0f-51&btsid=0b8b158f16010310673153218ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
